Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,repo,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,source_file,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Alessandro Fiori,1,,,,,,,,,,,,,,Flagship,,,,OWASP/www-project-little-web-application-firewall,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP little web application firewall,code,,,
,,,,,"Builder, Defender",,,https://github.com/BBVA/patton/,,,,,,,,col-sidebar,,Daniel Garcia (cr0hn),2,,,,,,,,,,The vulnerability knowledge database,,,,Incubator,,,,OWASP/www-project-patton,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,examples,OWASP Patton,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Walter Riveros,0,,,,,,,,,,,,,,,,,,OWASP/www-project-damn-vulnerable-crypto-wallet,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Damn Vulnerable Crypto Wallet,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Stefano Belloro,0,,,,,,,,,,,,,,,,,,OWASP/www-project-security-busters,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Security Busters,documentation,,,
,,,,,Builder,,,,,,,,,,,col-sidebar,,Izar Tarandach,3.5,,,,,,,,,,"pytm is a Pythonic framework for threat modeling. The goal of pytm is to shift threat modeling to the left, making threat modeling more automated and developer-centric",,,,Lab,,,,OWASP/www-project-pytm,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,threat-modeling threat modeling dataflow-diagram dataflow diagram python graphviz plantuml,OWASP pytm,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Deborah Chang,0,,,,,,,,,,,,,,,,,,OWASP/www-project-best-practices-in-vulnerability-disclosure-and-bug-bounty-programs,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Best Practices In Vulnerability Disclosure And Bug Bounty Programs,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Fraser Scott,0,,,,,,,,,,,,,,,,,,OWASP/www-project-threatspec,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Threatspec,code,,,
,,,,,"Builder, Defender",,,,,,,,https://github.com/OWASP/Software-Component-Verification-Standard/releases,,,col-sidebar,,Steve Springett,3,Creative Commons,,,,,,,,,"SCVS is a framework for identifying activities, controls, and best practices, which can help in identifying and reducing risk in a software supply chain.",,,,,,,,OWASP/www-project-software-component-verification-standard,Documentation,True,,,,https://twitter.com/OWASP_SCVS,,"index.md, info.md, leaders.md",,,,,"scvs, sca, component analysis, scrm, cscrm, software transparency, sbom, supply chain, software supply chain",OWASP Software Component Verification Standard,documentation,,,
,,,,,,,,https://github.com/lizfrenz/owasp-vuln-mngmnt,,,,,,,,col-sidebar,,"Elizabeth Frenz, Zoe Braiterman",2,,,,,,,,,,,,,,,,,,OWASP/www-project-vulnerability-management-guide,,,,,,,,"index.md, info.md, leaders.md",,,,,vuln-mngmt,OWASP Vulnerability Management Guide,documentation,,,
,,,,,,,,,,,,,"https://github.com/secdec/attack-surface-detector-zap/releases, https://github.com/secdec/attack-surface-detector-burp/releases, https://github.com/secdec/attack-surface-detector-cli/releases",,,col-sidebar,,Ken Prole,3,,,,,,,,,,,,,,,,,,OWASP/www-project-attack-surface-detector,,,,,,,,"index.md, info.md, leaders.md",,,,,attack-surface-detector,OWASP Attack Surface Detector,tool,,,
,,,,True,,,,,,,,,#,,,col-sidebar,,Matteo Meucci,2,,,,,,,,,,,,,,,,,,OWASP/www-project-software-security-5d-framework,,,,,,,,"index.md, info.md, leaders.md",,,,,5D,OWASP Software Security 5D Framework,documentation,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Dirk Wetter,2,,,,,,,,,,none yet,,,,Incubator,,,,OWASP/www-project-docker-top-10,,,,,,,,"index.md, info.md, leaders.md",,,,,Docker,OWASP Docker Top 10,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Sven Vetsch,0,,,,,,,,,,,,,,,,,,OWASP/www-project-container-security-verification-standard,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Container Security Verification Standard,documentation,,,
,,,,,,,,https://github.com/find-sec-bugs/find-sec-bugs/,,,,,,,,col-sidebar,,Philippe Arteau,3,,,,,,,,,,Find Security Bugs is a SpotBugs plugin for security audits of Java web applications and Android applications.,,,,,,,,OWASP/www-project-find-security-bugs,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Find Security Bugs,tool,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,Saeed Dehghan,2,,,,,,,,,,OWASP Maryam is a modular/optional open-source framework based on OSINT and data gathering. Maryam is written in the Python programming language and has been designed to provide a powerful environment to harvest data from open-sources and search engines and collect data quickly and thoroughly.,,,True,Incubator,,,,OWASP/www-project-maryam,Tool,True,,,,,,"index.md, info.md, leaders.md",,,,,maryam,OWASP Maryam,tool,,,
,,,,,,0,,,,,,,,,,col-sidebar,,"Ory Segal, Elad Shuster, Dean Agron, Ron Vider, Daniel Abeles",2,,,,,,,,,,"The primary goal of the OWASP Cloud-Native Application Security Top 10 document is to provide assistance and education for organizations looking to adopt Cloud-Native Applications securely. The guide provides information about what are the most prominent security risks for Cloud-Native applications, the challenges involved, and how to overcome them.",,,,,,,,OWASP/www-project-cloud-native-application-security-top-10,,True,,,,,,"index.md, info.md, leaders.md",,,,,cloud-native-application-security,OWASP Cloud-Native Application Security Top 10,documentation,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Ahmed Fouda,2,,,,,,,,,,,,,,,,,,OWASP/www-project-information-security-metrics-bank,,,,,,,,"index.md, info.md, leaders.md",,,,,security metrics,OWASP Information Security Metrics Bank,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Jonathan Marcil, Tash Norris, OWASP Threat Model Project, OWASP PyTM, OWASP Threat Dragon, Threat Modeling Cheat Sheet",2,,,,,,,,,,,,,,,,,,OWASP/www-project-threat-model-cookbook,,,,,,https://twitter.com/OWASP_tmcb,,"index.md, info.md, leaders.md",,,,,threatmodeling,OWASP Threat Model Cookbook,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Carlos Allendes,0,,,,,,,,,,,,,,,,,,OWASP/www-project-iot-analytics-4industry4,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Iot Analytics 4Industry4,documentation,,,
,,,,,,,,,,,,,https://github.com/OWASP/D4N155/tags,,,col-sidebar,,Julio Lira,2,,,,,,,,,,,,,,,,,,OWASP/www-project-d4n155,,,,,,,,"index.md, info.md, leaders.md",,,,,D4N155-tag,OWASP D4N155,,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Srirama Dheeraj,0,,,,,,,,,,,,,,,,,,OWASP/www-project-lock-it,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Lock It,code,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Erez Yalon,0,,,,,,,,,,,,,,,,,,OWASP/www-project-software-composition-security,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Software Composition Security,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Ory Segal,0,,,,,,,,,,,,,,,,,,OWASP/www-project-serverless-goat,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Serverless Goat,tool,,,
,,,,,"Builder, Defender",,,https://github.com/OWASP/Application-Security-Curriculum,,,,,,,,col-sidebar,,"Grant Ongers, Toby Irvine",2,,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-application-security-curriculum,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Application Security Curriculum,documentation,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Matt Stanchek,0,,,,,,,,,,,,,,,,,,OWASP/www-project-jupiter,,,,,,,,"index.md, info.md, leaders.md",,,,,faq-tag,OWASP Jupiter,tool,,,
,,,,,"Breaker, Builder, Defender",,,https://github.com/owasp/SecureCodingDojo,,,,,,,,col-sidebar,,Paul Ionescu,3,Apache 2.0,,,,,,,,,,,,,Lab,,,,OWASP/www-project-secure-coding-dojo,Code,,,,,,,"index.md, info.md, leaders.md",,,,,secure-coding-dojo,OWASP Secure Coding Dojo,code,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Tushar Kulkarni,0,,,,,,,,,,,,,,,,,,OWASP/www-project-revelo,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Revelo,tool,,,
,,,,,,0,,,,,,,#,,,col-sidebar,,"Simeon Cloutier, Dennis Kennedy",0,,,,,,,,,,The SEDATED® Project (Sensitive Enterprise Data Analyzer To Eliminate Disclosure) focuses on preventing sensitive data such as user credentials and tokens from being pushed to Git.,,,,,,,,OWASP/www-project-sedated,,,,,,,,"index.md, info.md, leaders.md",,,,,sensitive-data-exposure git,OWASP SEDATED®,code,,,
,,,,,,,,,,,,,,,,col-sidebar,,,2,,,,,,,,,,,,,True,Incubator,,,,OWASP/www-project-risk-assessment-framework,,True,,,,,,"index.md, info.md, leaders.md",,,,,risk-assessment-framework,OWASP Risk Assessment Framework,tool,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Erez Yalon, Paulo Silva",2,CC BY-SA,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-go-secure-coding-practices-guide,,,,,,,,"index.md, info.md, leaders.md",,,,,golang go security conding-practices,OWASP Go Secure Coding Practices Guide,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Fatih Ã‡elik,0,,,,,,,,,,,,,,,,,,OWASP/www-project-vulnerable-web-application,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Vulnerable Web Application,code,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Dennis Johnson,2,,,,,,,,,,,,,,,,,,OWASP/www-project-top-10-card-game,,,,,,,,"index.md, info.md, leaders.md",,,,,Top10Cards,OWASP Top 10 Card Game,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Ade Yoseman Putra,0,,,,,,,,,,,,,,,,,,OWASP/www-project-voice-automated-application-security,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Voice Automated Application Security,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Ashish Kurmi,0,,,,,,,,,,,,,,,,,,OWASP/www-project-cloud-security-mentor,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Cloud Security Mentor,code,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Luka Sikic,0,,,,,,,,,,,,,,,,,,OWASP/www-project-wpbullet,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Wpbullet,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,"Omer Levi Hevroni, Matt Konda",0,,,,,,,,,,,,,,,,,,OWASP/www-project-glue-tool,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Glue Tool,tool,,,
,,,,True,"Breaker, Builder, Defender",0,,,,,,,https://mltop10.info/OWASP-Machine-Learning-Security-Top-10.pdf,,,col-sidebar,,,2,,,,,,,,,,,,,,,,,,OWASP/www-project-machine-learning-security-top-10,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,mltop10 related-tag,OWASP Machine Learning Security Top Ten,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,John Patrick Lita,0,,,,,,,,,,,,,,,,,,OWASP/www-project-online-academy,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Online Academy,code,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Erez Yalon, Inon Shkedy, Paulo Silva",3,CC BY-SA,,,,,,,,,"The API Security project focuses on strategies and solutions to understand and mitigate the unique vulnerabilities and security risks of Application Programming Interfaces (APIs)
",,,,Production,,,,OWASP/www-project-api-security,,,,,,,,"index.md, info.md, leaders.md",,,,,api security top10 translations acknowledgments join roadmap news,OWASP API Security Project,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Dan Ehrlich,0,,,,,,,,,,,,,,,,,,OWASP/www-project-php,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Php,documentation,,,
,,,,,,,,https://github.com/owasp-cloud-security/owasp-cloud-security,,,,,,,,col-sidebar,,Fraser Scott,1,,,,,,,,,,,,,,,,,,OWASP/www-project-cloud-security,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP cloud security,documentation,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Mohamed Abdelbasset Elnouby Abouelwaffa,2,,,,,,,,,,,,,,,,,,OWASP/www-project-qrljacker,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Qrljacker,tool,,,
,,,,,Breaker,,,https://github.com/SamuraiWTF/samuraiwtf,,,,,https://tiny.si/samurai,,,col-sidebar,,"Kevin Johnson, Jason Gillam, Mic Whitehorn-Gillam, Tim Medin",3.5,,,,,,,,,,SamuraiWTF (Web Training Framework) is a collection of tools and training bundled into a platform to provide a lab environment and training on web application testing.,,,,Production,,,,OWASP/www-project-samuraiwtf,,,,,,,,"index.md, info.md, leaders.md",,,,,samuraiwtf,OWASP SamuraiWTF,code,,,
,,,,,,,,https://github.com/VascoArreaza/OWASPZezengorri,,,,,,,,col-sidebar,,,0,,,,,,,,,,,,,,,,,,OWASP/www-project-zezengorri-code,,,,https://www.linkedin.com/in/gustavo-nieves-arreaza/,https://www.meetup.com/es-ES/OWASP-Vina-del-Mar-Chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Zezengorri Code,code,,,
,,,,,"Builder, Defender",,,"https://github.com/ESAPI/esapi-java-legacy, https://github.com/ESAPI/esapi-java, https://github.com/ESAPI/node-esapi, https://github.com/ESAPI/owasp-esapi-js",,,,,"https://mvnrepository.com/artifact/org.owasp.esapi/esapi, https://github.com/ESAPI/esapi-java-legacy/releases/latest",,,col-sidebar,,"Kevin Wall, Matt Seil",3,Creative Commons,,,,,,,,,,,,True,Lab,,,,OWASP/www-project-enterprise-security-api,,,,,,,,"index.md, info.md, leaders.md",,,,,esapi,OWASP Enterprise Security API (ESAPI),code,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,"Daniela Pirrera, Bev Corwin",0,,,,,,,,,,,,,,,,,,OWASP/www-project-learning-gateway,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Learning Gateway,code,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Daniel Miessler,0,,,,,,,,,,,,,,,,,,OWASP/www-project-seclists,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Seclists,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Timo Pagel, Katharina Treptow",3,,,,,,,,,,,,,,,,,,OWASP/www-project-security-pins,,,,,,,,"index.md, info.md, leaders.md",,,,,"pins, builder, documentation",OWASP Security Pins,documentation,,,
,,,,,Breaker,,,https://github.com/OWASP/Nettacker/,,,,,,,,col-sidebar,,"Ali Razmjoo Qalaei, Arkadii Yakovets, Sam Stepanyan, Sri Harsha Gajavalli",3,Apache 2.0,,,,,,,,,OWASP Nettacker is an open source software in Python language which helps you to perform automated penetration testing and automated Information Gathering.,,,,,,,,OWASP/www-project-nettacker,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,nettacker,OWASP Nettacker,tool,,,
,,,,,Breaker,,,https://github.com/OWASP/SecurityShepherd,,,,,,,,col-sidebar,,"Mark Denihan, Sean Duggan",4,,,,,,,,,,OWASP Security Shepherd is a web and mobile application security training platform. Security Shepherd has been designed to foster and improve security awareness among a varied skill-set demographic. The aim of this project is to take AppSec novices or experienced engineers and sharpen their penetration testing skillset to security expert status.,,,,Flagship,,,,OWASP/www-project-security-shepherd,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,shepherd,OWASP Security Shepherd,tool,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Tal Melamed, Aruneesh Salhotra, David Melamed",2,CC BY-SA,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-serverless-top-10,,,,,,,,"index.md, info.md, leaders.md",,,,,serverless security top10 acknowledgments translations join roadmap news,OWASP Serverless Top 10,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Sarvesh Shete,2,,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-blockchain-security-framework,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Blockchain Security Framework,documentation,,,
,,,,,"Builder, Defender",,,"https://github.com/owtf/owtf/, https://github.com/owtf/owtf-docker",,,,,https://github.com/owtf/owtf,,,col-sidebar,,"Abraham Aranguren (7a), Viyat Bhalodia (viyatb)",4,,,,,,,,,,"Offensive Web Testing Framework (OWTF), is an OWASP+PTES focused try to unite great tools and make pen testing more efficient, written mostly in Python.",,,True,Flagship,,,,OWASP/www-project-owtf,Tool,True,,,,https://twitter.com/owtfp?lang=en,,"index.md, info.md, leaders.md",,,,,owtf,OWASP OWTF,tool,,,
,,,,True,"Builder, Defender",0,,https://github.com/OWASP/Top10,,,,,,,,col-sidebar,,"Andrew van der Stock, Brian Glas, Neil Smithline, Tanya Janca, Torsten Gigler",4,,,,,,,,,,The OWASP Top 10 is the reference standard for the most critical web application security risks. Adopting the OWASP Top 10 is perhaps the most effective first step towards changing your software development culture focused on producing secure code.,,,,Flagship,,,,OWASP/www-project-top-ten,Documentation,,,,,https://twitter.com/owasptop10,,"index.md, info.md, leaders.md",,,,,top10,OWASP Top Ten,documentation,,,
,,,,,"Breaker, Builder, Defender",,,,,,,,,./assets/images/OWASP_ASVS_Linkedin_Banner-01.jpg,,col-sidebar,,"Daniel Cuthbert, Jim Manico, Elar Lang, Josh Grossman, Shanni Prutchi, Ralph Andalis, Meghan Jacquot, Iman Sharafaldin, Ryan Armstrong, Gabriel Corona, Tobias Ahnoff, Eden Yardeni",4,,,,,,,,,,"The OWASP Application Security Verification Standard (ASVS) Project is a framework of security requirements that focus on defining the security controls required when designing, developing and testing modern web applications and web services.",,,,Flagship,,,,OWASP/www-project-application-security-verification-standard,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,asvs,OWASP Application Security Verification Standard (ASVS),standards,,,
,,,,,"Builder, Defender",,,,,,,,,,,col-sidebar,,,3,,,,,,,,,,,,,,Lab,,,,OWASP/www-project-code-review-guide,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,Code Review Guide,OWASP Code Review Guide,documentation,,,
,,,,,"Breaker, Builder, Defender",,,https://github.com/WebGoat/WebGoat,,,,,,,,col-sidebar,,"Nanne Baars, René Zubčević",3,,,,,,,,,,,,,,,,,,OWASP/www-project-webgoat,Tool,,,,,https://twitter.com/OWASP_WebGoat,,"index.md, info.md, leaders.md",,,,,webgoat,OWASP WebGoat,tool,,,
,,,,,"Builder, Defender",,,,,,,,,,,col-sidebar,,,4,Creative Commons,,,,,,,,,The OWASP Cheat Sheet Series project provides a set of concise good practice guides for application developers and defenders to follow.,,,,Flagship,,,,OWASP/www-project-cheat-sheets,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,appsec application-security best-practices builders defenders,OWASP Cheat Sheet Series,documentation,,,
,,,,,Defender,,,https://github.com/coreruleset/coreruleset/,,,,,,,,col-sidebar,,"Max Leske, Felipe Zipitría",4,,,,,,,,,,"The OWASP CRS is a set of generic attack detection rules for use with ModSecurity or compatible web application firewalls. The CRS aims to protect web applications from a wide range of attacks, including the OWASP Top Ten, with a minimum of false alerts.",,,,Flagship,,,,OWASP/www-project-modsecurity-core-rule-set,Tool,,,,,https://twitter.com/coreruleset,,"index.md, info.md, leaders.md",,,,,crs,OWASP CRS,code,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Azzeddine RAMRAMI, Istvan Albert-Toth, Sébastien Gioria",4,,,,,,,,,,OWASP CSRFGuard is a library that implements a variant of the synchronizer token pattern to mitigate the risk of Cross-Site Request Forgery (CSRF) attacks.,,,True,Flagship,,,,OWASP/www-project-csrfguard,,,,,,,,"index.md, info.md, leaders.md",,,,,csrfguard defenders breakers vulnerability-management,OWASP CSRFGuard,tool,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,"Elie Saad, Rick Mitchell",4,CC BY-SA,,,,,,,,,The Web Security Testing Guide (WSTG) Project produces the premier cybersecurity testing resource for web application developers and security professionals.,,,,Flagship,,,,OWASP/www-project-web-security-testing-guide,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,otg wstg,OWASP Web Security Testing Guide,documentation,,,
,,,,,"Builder, Defender",,,https://github.com/OWASPsamm/,,,,,,,,col-sidebar,,"Seba Deleersnyder, Bart De Win",4,,,,,,,,,,A Software Assurance Maturity Model (SAMM) that provides an effective and measurable way for all types of organizations to analyse and improve their software security posture.,,,,Flagship,,,,OWASP/www-project-samm,Documentation,,,https://www.linkedin.com/company/owasp-samm/,,,https://www.youtube.com/channel/UCEZDbvQrj5APg5cEET49A_g,"index.md, info.md, leaders.md",,,,,samm,OWASP SAMM,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Andreas Happe, Jim Manico, Katy Anton",3,,,,,,,,,,,,,True,,,,,OWASP/www-project-proactive-controls,,,,,,,,"index.md, leaders.md",,,,,opc,OWASP Proactive Controls,documentation,,,
,,,,,Builder,,,,,,,,,,,col-sidebar,,,2,CC BY-SA,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-secure-coding-practices-quick-reference-guide,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,downloads contributors archive,OWASP Secure Coding Practices-Quick Reference Guide,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,"Konstantinos Papapanagiotou, Spyros Gasteratos",0,,,,,,,,,,,,,,,,,,OWASP/www-project-hackademic-challenges,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Hackademic Challenges,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Achim Hoffmann,2,,,,,,,,,,,,,,,,,,OWASP/www-project-ende,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Ende,tool,,,
,,,,,,,,,,,,,,,,col-sidebar,,,4,,,,,,,,,,The Security Knowledge Framework is an open source web application that explains secure coding principles in multiple programming languages. The goal of SKF is to help you learn and integrate security by design in your software development and build applications that are secure by design.,,,True,,,,,OWASP/www-project-security-knowledge-framework,,,,,,,,index.md,,,,,skf,Security Knowledge Framework,tool,https://securityknowledgeframework.org,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Dinis Cruz,0,,,,,,,,,,,,,,,,,,OWASP/www-project-o2-platform,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP O2 Platform,tool,,,
,,,,,,,,,,,,,#,,,col-sidebar,,"Florian Stahl, Stefan Burgmair",3,,,,,,,,,,,,,,Lab,,,,OWASP/www-project-top-10-privacy-risks,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,PrivacyTop10,OWASP Top 10 Privacy Risks,documentation,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Cam Morris,2,,,,,,,,,,,,,,,,,,OWASP/www-project-passfault,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Passfault,tool,,,
,,,,,,,,https://github.com/OWASP/owasp-java-encoder/,,,,,,,,col-sidebar,,"Jeremy Long, Jim Manico",0,,,,,,,,,,,,,,,,,,OWASP/www-project-java-encoder,,,,,,,,"index.md, info.md, leaders.md",,,,,java-encoder-tag,OWASP Java Encoder,code,,,
,,,,,,,,,,,,,#,,,col-sidebar,,Swaroop Yermalkar,2,,,,,,,,,,,,,,,,,,OWASP/www-project-igoat-tool,,,,,,,,"index.md, info.md, leaders.md",,,,,igoat,OWASP iGoat Tool,tool,,,
,,,,,,,,"https://github.com/OWASP/BLT, https://github.com/OWASP/BLT-Flutter, https://github.com/OWASP/BLT-Extension, https://github.com/OWASP/BLT-Bacon, https://github.com/OWASP/BLT-Action",,,,,,,,col-sidebar,,DonnieBLT on slack,3.5,,,,,,,,,,"OWASP BLT is a tool enabling internet users to report all kinds of issues they encounter, thereby improving internet security, with a unique feature of rewarding users for bug reporting and allowing companies to launch their own bug hunting programs, promoting responsible disclosure and fostering a safer online environment.",,,,Production,,,,OWASP/www-project-bug-logging-tool,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,"OWASP, BLT, Internet security, Bug reporting, Responsible disclosure, User rewards, Bughunt programs, Online safety, Vulnerability detection, User engagement",OWASP Bug Logging Tool,tool,,,
,,,,,,,,https://github.com/mtesauro/owasp-wte,,,,,https://www.appsecpipeline.org/apt/downloads/,,,col-sidebar,,Matt Tesauro,2,,,,,,,,,,OWASP WTE is a collection of Application Security Tools provided as Debian files or a VM.,,,,,,,,OWASP/www-project-web-testing-environment,,,,,,,,"index.md, info.md, leaders.md",,,,,testing,OWASP Web Testing Environment,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,Tom Brennan,0,,,,,,,,,,,,,,,,,,OWASP/www-project-rfp-criteria,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Rfp-Criteria,documentation,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,"Jim Manico, Mike Samuel",0,,,,,,,,,,,,,,,,,,OWASP/www-project-json-sanitizer,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Json Sanitizer,code,,,
,,,,,"Breaker, Builder, Defender",,,,,,,,,,,col-sidebar,,"John Melton, Colin Watson, Dennis Groves, Michael Coates",2,MIT,,,,,,,,,,,,,Flagship,,,,OWASP/www-project-appsensor,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,appsensor,OWASP AppSensor,documentation,,,
,,,,,"Builder, Defender",,,https://github.com/owasp/java-html-sanitizer,,,,,,,,col-sidebar,,"Mike Samuel, Jim Manico",3,,,,,,,,,,,,,,Lab,,,,OWASP/www-project-java-html-sanitizer,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,sanitizer,OWASP Java HTML Sanitizer,tool,,,
,,,,,,1,,,,,,,#,,,col-sidebar,,"Ivan Buetler, Mateo Martinez, Ivan Buetler",0,,,,,,,,,,,,,,,,,,OWASP/www-project-university-challenge,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP University Challenge,documentation,,,
,,,,,Builder,,,,,,,,http://projects.webappsec.org/f/wasc-wafec-v1.0.pdf,,,col-sidebar,,"Tony Turner, Sam Stepanyan, Manuel Walder",2,,,,,,,,,,,,,,Incubator,,,,OWASP/www-project-wafec,,,,,,,,"index.md, info.md, leaders.md",,,,,wafec,OWASP Web Application Firewall Evaluation Criteria Project (WAFEC),,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,"Mateo Martinez, Ivan Buetler",2,,,,,,,,,,,,,,Flagship,,,,OWASP/www-project-hacking-lab,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP hacking-lab,documentation,,,
,,,,True,"Breaker, Builder, Defender",,,,,,,,,,,col-sidebar,,"Bjoern Kimminich, Jannik Hollenbach",4,,,,,,,,,,"Probably the most modern and sophisticated insecure web application for security trainings, awareness demos and CTFs. Also great voluntary guinea pig for your security tools and DevSecOps pipelines!",,,,Flagship,,,,OWASP/www-project-juice-shop,Tool,,https://www.facebook.com/owasp.juiceshop,,,,https://www.youtube.com/channel/UCjkQ1Y-bxYAqwwD1SyQpBvw/playlists,"index.md, info.md, leaders.md",,,,,juiceshop,OWASP Juice Shop,tool,,,
